"candidate_id"|"content"
"63940"|"<p>Availability/Notice period: 30 days&nbsp;</p><p>Technical experience: 2 years b2c, 5 years in salesforce</p><p>Industries/Sectors worked in: healthcare + ecommerce</p><p>Certificates: none&nbsp;</p><p>Timezone working in: barcelona&nbsp;</p><p>Open to remote/onsite:&nbsp;</p><p>Location: barcelona on sponsership</p><p>Visa status (if applicable):</p><p>Fee:&nbsp;</p><p>Limited company:&nbsp;</p><p>Interview availability:</p><p>Notes: perm position only&nbsp;</p>"
"63951"|"<p>Availability/Notice period: 2 weeks&nbsp;</p><p>Technical experience:&nbsp; 7 years | 5 years in SFCC | 3 years FS&nbsp;</p><p>Industries/Sectors worked in: Retail&nbsp;</p><p>Certificates: B2C Certified&nbsp;</p><p>Time zone working in: CEST&nbsp;</p><p>Open to remote/onsite: Remote&nbsp;</p><p>Location: Spain&nbsp;</p><p>Fee: 350 EUR&nbsp;</p><p>Limited company: Yes&nbsp;</p><p>Availability to interview: &nbsp;12 - 2pm CET (except Friday)&nbsp;</p><p>Notes: OSF 3 Projects |&nbsp; Team Lead 2 weeks time in US (2 weeks)&nbsp;</p>"
"63785"|"<p>Availability/Notice period:&nbsp; 3 Months</p><p>Technical experience: 8+ in IT | 6+ in SFCC</p><p>Industries/Sectors worked in: E-Commerce</p><p>Certificates: B2C</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 25 Euros</p><p>Limited company:No</p><p><br />Availability to interview: Immediate</p><p>Notes:&nbsp;</p>"
"63636"|"<p>Availability/Notice period: 90 Days (Negotiable)</p><p>Technical experience: 7.6 in IT | SFCC 1 Yr</p><p>Industries/Sectors worked in: CRM, E-commerce, Healthcare</p><p>Certificates: NO</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 14 Lakhs now 22 Lakhs per Annum Paying 12 Euros per Hour</p><p>Limited company: No</p><p><br />Availability to interview: Immediately</p><p>Notes:&nbsp;</p>"
"63879"|"<p>Availability/Notice period:&nbsp;</p><p>Technical experience: 10+ in IT | 3+ in React</p><p>Industries/Sectors worked in:&nbsp;</p><p>Certificates:&nbsp;</p><p>Timezone working in:&nbsp;</p><p>Open to remote/onsite:&nbsp;</p><p>Location:&nbsp;</p><p>Fee:&nbsp;</p><p>Limited company:</p><p><br />Availability to interview:&nbsp;</p><p>Notes: Not Comfortable for a lead position.</p>"
"63885"|"<p>Availability/Notice period: 60 days (N</p><p>Technical experience: 20+ in IT | 6+ OMS</p><p>Industries/Sectors worked in: Retail, Oil &amp; Gas, E-Commerce, Finance</p><p>Certificates: 5 (Oracle, Salesforce)</p><p>Timezone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: Pakistan</p><p>Fee: 23 Euros</p><p>Limited company: Yes</p><p><br />Availability to interview: 3-4 pm, after 7:30</p><p>Notes: Apart from SAP MM, He is pretty much covered with the JD</p>"
"63890"|"<p>Availability/Notice period:&nbsp;Available immediately&nbsp;</p><p>Technical experience: 22 years experience in IT |&nbsp; 12 years in SF &nbsp;</p><p>Industries/Sectors worked in:&nbsp; Multiple&nbsp;</p><p>Certificates: 3x Certified&nbsp;</p><p>Time zone working in: CET&nbsp;</p><p>Open to remote/onsite:&nbsp; Remote / Onsite&nbsp;</p><p>Location: Spain&nbsp;</p><p>Fee: 65 - 70 EUR per hour&nbsp; &nbsp;</p><p>Limited company: No&nbsp;</p><p>Availability to interview: Immediate</p><p>Notes: October of last year finished last project.&nbsp; Spanish and English.&nbsp;</p>"
"63924"|"<p>Availability/Notice period: 2 Weeks</p><p>Technical experience: 9+ in IT | 6+ in SFCC | 3+ in Automation</p><p>Industries/Sectors worked in: E-commerce</p><p>Certificates: ISTQB</p><p>Timezone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: Pakistan</p><p>Fee: 30 $</p><p>Limited company: No&nbsp;</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes: Quoting too high...Not feasible.</p>"
"63586"|"<p>Daniel - Solution Architect - Move to Contract</p><p>Availability/Notice period: 1 month</p><p>Technical experience: 10 years | 7 SF | 4 years SA</p><p>Industries/Sectors worked in: Manufactoring | Healthcare&nbsp;</p><p>Certificates: x7 Certified&nbsp;</p><p>Timezone working in: BST</p><p>Open to remote/onsite: Remote</p><p>Location: UK</p><p>Fee: 450 outside | 600 inside&nbsp;</p><p>Limited company: Yes&nbsp;</p><p>Availability to interview: N/A</p><p>Notes: Wants to see job specs&nbsp;</p>"
"63961"|"<p>Availability/Notice period: immediate &nbsp;</p><p>Technical experience:5 years experience for everthing (sfm, pardot)</p><p>Industries/Sectors worked in: healthcare, lifestyle &nbsp;</p><p>Certificates: salefcorce marketing &nbsp;</p><p>Timezone working in: 9:30pm -5:30 central time&nbsp;</p><p>Open to remote/onsite: remote position&nbsp;</p><p>Location: india&nbsp;</p><p>Visa status (if applicable):</p><p>Fee: 30 euro per hour &nbsp;</p><p>Limited company: umbrella &nbsp;&nbsp;</p><p>Interview availability: 9pm ist&nbsp;</p><p>Notes:</p>"
"63811"|"<p>Availability/Notice period:&nbsp; 90 Days</p><p>Technical experience: 16+ in IT | 5+ Devops | 12+ Teradata</p><p>Industries/Sectors worked in: Media, Financial</p><p>Certificates: AWS</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 12-13 Euros Per Hour</p><p>Limited company: No</p><p><br />Availability to interview: Next Week</p><p>Notes: Not interested in Contracting.</p>"
"63886"|"<p>Availability/Notice period : 4 weeks</p><p>Technical experience: 40+ in IT | 6+ in OMS</p><p>Industries/Sectors worked in: Retail, Finance, Oil &amp;gas</p><p>Certificates: No</p><p>Timezone working in:&nbsp; BST</p><p>Open to remote/onsite: Remote</p><p>Location: North- East London</p><p>Fee: 650 Outside</p><p>Limited company: Yes</p><p><br />Availability to interview: Will have to Check</p><p>Notes: He is a Shark</p>"
"63891"|"<p>Availability/Notice period:&nbsp;2 weeks&nbsp;</p><p>Technical experience:&nbsp;12 years experience in IT | 4 year in SF &nbsp;</p><p>Industries/Sectors worked in:&nbsp;Pharma and Manufactoring and Oil &amp; Gas&nbsp;</p><p>Certificates: 1x Certified&nbsp;</p><p>Time zone working in:&nbsp;Local time</p><p>Open to remote/onsite:&nbsp;Remote</p><p>Location: Sao Paulo</p><p>Fee:&nbsp;14,000 BRL&nbsp;</p><p>Limited company: N/A</p><p><br />Availability to interview:&nbsp;Next week&nbsp;</p><p>Notes: Interviewed with SumUp last year but no feedback.&nbsp;<br />&nbsp;</p>"
"63897"|"<p>Availability/Notice period: 2 weeks</p><p>Technical experience: 20+ in IT | 15+ in UX | 2+ in Salesforce</p><p>Industries/Sectors worked in: Telecom, BFSI, Technology</p><p>Certificates: SMC, CSPO, CSBA</p><p>Timezone working in: BST</p><p>Open to remote/onsite: Remote</p><p>Location: Bristol</p><p>Fee: 650 Inside</p><p>Limited company: Yes</p><p><br />Availability to interview: Not sure as he is on Vacation currently.</p><p>Notes:&nbsp;</p>"
"63511"|"<div>Availability/Notice period: I will work as a contractor employee if I will select I will start work immediately&nbsp;</div><div>&nbsp;</div><div>Technical experience:8.1 years</div><div>&nbsp;</div><div>Industries/Sectors worked in: completely in to IT</div><div>&nbsp;</div><div>Certificates:completed the certification&nbsp;</div><div>&nbsp;</div><div>Time zone working in: uk timings</div><div>&nbsp;</div><div>Open to remote/onsite: Remote/on-site: on-site</div><div>&nbsp;</div><div>Location: which location you want</div><div>&nbsp;</div><div>Fee:&nbsp; for hour 20&euro;</div><div>&nbsp;</div><div>Limited company: yes</div><div>&nbsp;</div><div>Availability to interview:I will be availability 2 pm to 7 pm ist</div><div>&nbsp;</div>"
"63933"|"<p>Availability/Notice period: 60 Days</p><p>Technical experience: 8+ in IT | 4+ in SF | 4+ Automation</p><p>Industries/Sectors worked in: Insurance,E-commerce, Payments</p><p>Certificates: ISTQB</p><p>Timezone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 11 Lpa now..expecting 20 LPA</p><p>Limited company: No</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes: No Commerce Cloud exp</p>"
"63975"|"<p>Availability/Notice period: Immediate</p><p>Technical experience: 6 years SFCC BE (SFRA)&nbsp;</p><p>Industries/Sectors worked in: Retail&nbsp;</p><p>Certificates: B2C Certified&nbsp;</p><p>Time zone working in: CET</p><p>Open to remote/onsite: Remote&nbsp;</p><p>Location: India&nbsp;</p><p>Fee: 18 EUR</p><p>Limited company Payroll&nbsp;</p><p>Availability to interview: Immediate&nbsp;</p><p>Notes: Good to share with Publicis&nbsp;</p>"
"63705"|"<p>Availability/Notice period: 1 week</p><p>Technical experience: 10 years | 4 years</p><p>Industries/Sectors worked in: Retail</p><p>Certificates: SFCC Certified</p><p>Timezone working in: CET is ok</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 22 EUR per hour</p><p>Limited company: Rastech</p><p>Availability to interview: Immediate</p><p>Notes: Had three interviews last year with team in Denmark.Hired local candidate in the end</p>"
"63782"|"<p>Availability/Notice period: 2 Weeks</p><p>Technical experience: 5.5 in IT | 3.5 in SFCC Back End</p><p>Industries/Sectors worked in: Retail, E-commerce, Finance</p><p>Certificates: (2) SF Developer</p><p>Timezone working in: EST(US)</p><p>Open to remote/onsite: Remote</p><p>Location: Pakistan</p><p>Fee: 4000 USD</p><p>Limited company: Yes</p><p><br />Availability to interview:&nbsp; Immediately</p><p>Notes:&nbsp;</p>"
"63880"|"<p>Availability/Notice period:&nbsp;2 - 3 months&nbsp;</p><p>Technical experience: 12 years in IT | 6 years (Sales, Service and Marketing Cloud)&nbsp;</p><p>Industries/Sectors worked in:&nbsp;Automotive / Manufactoring&nbsp;/ Logistics / Aviation&nbsp;</p><p>Certificates:&nbsp;5X Certified</p><p>Time zone working in:&nbsp;CET</p><p>Open to remote/onsite:&nbsp;Yes</p><p>Location:Berlin (B2 German | B1 French | English)</p><p>Fee:&nbsp;90k annum</p><p>Limited company: N/A</p><p>Availability to interview:&nbsp;Immediate</p><p>Notes: &nbsp;Growth slowing down looking for more technical/functional roles&nbsp;</p><p>Submitted to Persistent Systems for SF Consultant role&nbsp;</p>"
"63892"|"<p>Availability/Notice period: 9th May</p><p>Technical experience: 11+ in IT | 4+ in SFCC |&nbsp;</p><p>Industries/Sectors worked in: E-commerce, Retail, BFSI</p><p>Certificates: ISTQB</p><p>Timezone working in: Multiple time Zones</p><p>Open to remote/onsite: Remote</p><p>Location: Pakistan</p><p>Fee: 20- 25&nbsp; Euro</p><p>Limited company: Yes</p><p><br />Availability to interview:&nbsp;</p><p>Notes: No Automation Experience</p>"
"63920"|"<p>Availability/Notice period:&nbsp;Immediate&nbsp;</p><p>Technical experience: 2 years</p><p>Industries/Sectors worked in: Retail&nbsp;</p><p>Certificates: No</p><p>Time zone working in:&nbsp;</p><p>Open to remote/onsite: Remote<br />Location: India<br />Fee:&nbsp; 18 EUR per hour&nbsp;</p><p>Limited company: Rastech&nbsp;<br />Availability to interview:&nbsp;</p><p>Notes:&nbsp; Not strong enough</p>"
"63977"|"<p>Availability/Notice period: available end of september</p><p>Technical experience:7-8 years e-commerce sfcc, 10 years IT</p><p>Industries/Sectors worked in: retail&nbsp;</p><p>Certificates: B2C &nbsp;</p><p>Timezone working in: CET&nbsp;</p><p>Open to remote/onsite: remote&nbsp;</p><p>Location: Bulgaria&nbsp;</p><p>Visa status (if applicable):</p><p>Fee: 640 per day &nbsp;</p><p>Limited company: Yes &nbsp;</p><p>Interview availability:&nbsp;</p><p>Notes: call end of august to see if he is extending his current contract</p>"
"63919"|"<p>Availability/Notice period:&nbsp;Immediate&nbsp;</p><p>Technical experience: 1.5 years</p><p>Industries/Sectors worked in: Retail&nbsp;</p><p>Certificates: No</p><p>Time zone working in:&nbsp;</p><p>Open to remote/onsite: Remote<br />Location: India<br />Fee:&nbsp; 18 EUR per hour&nbsp;</p><p>Limited company: Rastech&nbsp;<br />Availability to interview:&nbsp;</p><p>Notes:&nbsp; Not strong enough</p>"
"63955"|"<p>Availability/Notice period: 30 Days</p><p>Technical experience:7+ in IT | 6+ in SF |&nbsp;</p><p>Industries/Sectors worked in: Automobile,Telecom, Retail, Utility</p><p>Certificates: App Builder, Dell Bhoomi&nbsp;</p><p>Timezone working in: EET</p><p>Open to remote/onsite: Remote</p><p>Location: Latvia</p><p>Fee: 600-650 EUR</p><p>Limited company: Yes</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes: He is working as a Lead</p>"
"63980"|"<p>Availability/Notice period: 10th June</p><p>Technical experience: 10+ in IT | 7+ in Devops | 3+ GCP</p><p>Industries/Sectors worked in: Edtech, Insurance, Retail</p><p>Certificates: No</p><p>Timezone working in: 11-8 IST</p><p>Open to remote/onsite:&nbsp; Remote</p><p>Location: India</p><p>Fee: 28 LPA- 30%</p><p>Limited company: No</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview: 3-8 pm IST</p><p>Notes: Open to Contract, Lead up to 8 people</p>"
"63984"|"<p>Availability/Notice period: 60 days, 18th july &nbsp;</p><p>Technical experience: 2.9 years, 2.3 gcp python</p><p>Industries/Sectors worked in: google partners &nbsp;</p><p>Certificates:&nbsp;<br />Google Cloud Certified Professional Data Engineer<br />Google Cloud Certified Associate Cloud Engineer<br />Google Cloud Certified in Workspace (Formerly G Suite)<br />Infosys Certified Python Associate</p><p>Timezone working in: 9-5 cet is fine</p><p>Open to remote/onsite: remote&nbsp;</p><p>Location: India &nbsp;</p><p>Visa status (if applicable):</p><p>Fee:12 - 14 lakhs&nbsp;</p><p>Limited company:&nbsp;</p><p>Interview availability: 4;30 -6;30pm ist&nbsp;</p><p>Notes: programing python 8/10<br />SQL 9/10</p>"
"64015"|"<p>Availability/Notice period: 30 days | 15 days Negotiable</p><p>Technical experience: 9 years in eCommerce | 2 years with SFCC | 1 year as Scrum Master</p><p>Industries/Sectors worked in:&nbsp;</p><p>Certificates: B2C &amp; Scrum&nbsp;</p><p>Time zone working in:&nbsp;Dubai&nbsp;</p><p>Open to remote/onsite: Remote&nbsp;</p><p>Location: Dubai (employer tied) | Freelancer visa | Spouse Dependant</p><p>Limited company: No&nbsp;</p><p>Fee:&nbsp;20 EUR per hour | UAE Account&nbsp;</p><p>Limited company:&nbsp;</p><p>Availability to interview:&nbsp;Immediate&nbsp;</p><p>Notes: Open to perm or contract&nbsp;<br />&nbsp;</p>"
"64023"|"<p>Availability/Notice period: 3 months</p><p>Technical experience:14 years, sfcc 7 years, 3 years</p><p>Industries/Sectors worked in:&nbsp;</p><p>Certificates: b2c, architect &nbsp;</p><p>Timezone working in: happy to work 9-5cet</p><p>Open to remote/onsite: remote</p><p>Location: Dubai&nbsp;</p><p>Visa status (if applicable):</p><p>Fee: on &euro;500 per day wants &euro;600 per day</p><p>Limited company:&nbsp;</p><p>Interview availability:</p><p>Notes: wants visa and medicdal insurance for family&nbsp;</p>"
"64078"|"<p>Availability/Notice period: July 15th</p><p>Technical experience: 3+ in IT | 3+ in Devops | 2.5+ in GCP</p><p>Industries/Sectors worked in: Telecom, Banking</p><p>Certificates: No</p><p>Timezone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 5LPA...10-12 LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes:&nbsp;</p>"
"63879"|"<p>Availability/Notice period: 2 Weeks</p><p>Technical experience: 10 in IT | 5+ in React</p><p>Industries/Sectors worked in: E-commerce</p><p>Certificates: No</p><p>Timezone working in: BST</p><p>Open to remote/onsite: Remote</p><p>Location: London</p><p>Fee: &pound; 700 Inside IR35</p><p>Limited company:&nbsp;</p><p><br />Availability to interview:&nbsp; Immediate</p><p>Notes:&nbsp;</p>"
"63918"|"<p>Availability/Notice period:&nbsp;Immediate&nbsp;</p><p>Technical experience: 2 years</p><p>Industries/Sectors worked in: Retail&nbsp;</p><p>Certificates: No</p><p>Time zone working in:&nbsp;</p><p>Open to remote/onsite: Remote<br />Location: India<br />Fee:&nbsp; 18 EUR per hour&nbsp;</p><p>Limited company: Rastech&nbsp;<br />Availability to interview:&nbsp;</p><p>Notes:&nbsp; Not strong enough</p>"
"63554"|"<p>Availability/Notice period: 2 Weeks</p><p>Technical experience: 8+ in IT | OMS Sterling 7+ | No automation</p><p>Industries/Sectors worked in: Retail, Logistics</p><p>Certificates: No</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 15 LPA</p><p>Limited company: No</p><p>Immigration status :</p><p><br />Availability to interview: 12pm-6pm IST</p><p>Notes: He just started a project and is in KT. Has the bandwidth to do the job.</p>"
"63948"|"<p>Availability/Notice period: 30 Days</p><p>Technical experience: 21+ in IT | 6+ in SFCC | 10+ in Automation</p><p>Industries/Sectors worked in: E-commerce, Healthcare, Banking, Finance</p><p>Certificates: No</p><p>Timezone working in: CET</p><p>Open to remote/onsite:Remote</p><p>Location: India</p><p>Fee: 14 LPA ...20LPA 13 EUR</p><p>Limited company: No</p><p>End Client:</p><p>Immigration status :&nbsp;</p><p><br />Availability to interview: Flexible</p><p>Notes: Need time to think</p>"
"63968"|"<p>Availability/Notice period: 90 Days</p><p>Technical experience: 4+ in It | 4+ in SF | 3.5+ in FSL</p><p>Industries/Sectors worked in: Energy,Healthcare</p><p>Certificates: 8</p><p>Timezone working in: 11-9</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 13 LPA..Quoted 15 EUR</p><p>Limited company: No</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes: Looking for Permanent, Has Lead experience, Involved in RFP's so has little Architectural experience.</p>"
"63979"|"<p>Availability/Notice period: June 20th</p><p>Technical experience: 15+ in IT| 10+ in Devops| 4+ in GCP</p><p>Industries/Sectors worked in: E-commerce, Banking, Automobile, Airline</p><p>Certificates: 10+ (Mostly in AWS)</p><p>Timezone working in: IST&nbsp;</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 30 EUR (Getting 45 LPA)</p><p>Limited company: No (Friend's company)</p><p>End Client:&nbsp;</p><p>Immigration status :</p><p><br />Availability to interview: Flexible.</p><p>Notes:&nbsp;</p>"
"63985"|"<p>Availability/Notice period: 60 Days</p><p>Technical experience: 14+ in IT | 6+ in Java | 8+ in Devops | 2+ in GCP</p><p>Industries/Sectors worked in: Retail, Telecom, BFSI</p><p>Certificates: No</p><p>Timezone working in:&nbsp; IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 40 LPA now..Expecting 60 LPA</p><p>Limited company: No</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp; 6pm-11pm</p><p>Notes: Managed more than 4 End-End projects on GCP</p>"
"64019"|"<p>Availability/Notice period: available 1st july</p><p>Technical experience:18 years IT, 4 years aks and azure</p><p>Industries/Sectors worked in: banking / maufacturing&nbsp;</p><p>Certificates:&nbsp;</p><p>Timezone working in: 9-5 CET&nbsp;</p><p>Open to remote/onsite: on site / hybrid &nbsp;</p><p>Location: 20 km from amsterdam</p><p>Visa status (if applicable):</p><p>Fee: 840 euro per day&nbsp;</p><p>Limited company: yes</p><p>Interview availability: monday - friday any time &nbsp;</p><p>Notes: work from india 21st july - 30th august&nbsp;</p><p>ethlon international migration / derrick</p>"
"63881"|"<p>Availability/Notice period:&nbsp; 90 days (Negotiable)</p><p>Technical experience: 15+ in IT | 1.5 + in Salesforce</p><p>Industries/Sectors worked in: Telcom, Healthcare</p><p>Certificates: Lots</p><p>Timezone working in: BST</p><p>Open to remote/onsite: Remote</p><p>Location: Bangalore</p><p>Fee: 21 LPA right now ...Has an offer for 39 LPA...expecting 45 LPA</p><p>Limited company: No</p><p><br />Availability to interview: Immediate</p><p>Notes: Not open to re-locating offshore(India) but open to re-locate to Europe or UK.</p>"
"63949"|"<p>Availability/Notice period: Rakesh Das 60 Days</p><p>Technical experience: 7 in IT | 3+ in SFCC | 4 Yrs</p><p>Industries/Sectors worked in: E-commerce, Health care</p><p>Certificates: No</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 13 EUR</p><p>Limited company: No</p><p>End Client: Pharma based product...selling in Europe ..Evalueserve</p><p>Immigration status :</p><p><br />Availability to interview: 4pm - 6pm IST</p><p>Notes: He is not working in SFCC for the past year</p>"
"62855"|"<p>Availability/Notice period: Immediate</p><p>Technical experience: 16 years IT | 9 years in SF | 2 years in FSL&nbsp;</p><p>Industries/Sectors worked in: Multiple</p><p>Certificates: x3 certified&nbsp;</p><p>Timezone working in: BST</p><p>Open to remote/onsite:&nbsp; Remote&nbsp;</p><p>Location: UK</p><p>Fee: &pound;500 outside IR35</p><p>Limited company: Sponsored&nbsp;</p><p>Availability to interview:&nbsp; Immediate&nbsp;</p><p>Notes: Shared to TCS for FSL role at 650&nbsp;</p>"
"63981"|"<p>Availability/Notice period: 90 Days</p><p>Technical experience: 18+ in IT | 7+ in Devops | 2+ GCP</p><p>Industries/Sectors worked in: Healthcare, Finance, Retail, automobiles</p><p>Certificates: AWS</p><p>Timezone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 36 ..30 % ..45 LPA</p><p>Limited company: No</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview: 10-1 IST</p><p>Notes:&nbsp;</p>"
"63986"|"<p>Availability/Notice period: 21 June</p><p>Technical experience: 6+ in IT | 5+ in Devops | 3+ in GCP</p><p>Industries/Sectors worked in: BFSI, Auto</p><p>Certificates: GCP, Terraform</p><p>Timezone working in:&nbsp; IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: Currently 20 LPA..Has an offer for 28 LPA..Expecting 32 LPA(20 EUR)</p><p>Limited company: No</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview: 1-5 pm</p><p>Notes:&nbsp;</p>"
"64079"|"<p>Availability/Notice period: 20th Sep</p><p>Technical experience: 3+ in IT | 3+ in Devops | 2.6+ in GCP</p><p>Industries/Sectors worked in: Insurance, &nbsp;E-Commerce</p><p>Certificates: No</p><p>Timezone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 8.5 LPA...18LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes:&nbsp;</p>"
"63832"|"<p>Availability/Notice period: 60 Days (Negotiable to 30 Days)</p><p>Technical experience: 5 yrs in IT | 1 yr in GCP</p><p>Industries/Sectors worked in: Financial, Insurance, Telecom</p><p>Certificates: Databricks</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 14 Euros (25 Lkhs per Annum)</p><p>Limited company: No</p><p><br />Availability to interview: Thursday (2-5pm IST),&nbsp;</p><p>Notes: Hands on in GCP (Very strong in other aspects)</p>"
"63926"|"<p>Availability/Notice period:&nbsp;Immediate&nbsp;</p><p>Technical experience:15 years | 13 years | 10 years SF TA&nbsp;</p><p>Industries/Sectors worked in:&nbsp;Automobile Toyota | Education Worldspeak English | Recruitment Japan/Hays | Media | Construction | Finance</p><p>Certificates: No&nbsp;</p><p>Timezone working in:&nbsp;BST / CET</p><p>Open to remote/onsite: Remote / Hybrid / EU &nbsp;</p><p>Location: London, UK&nbsp;</p><p>Fee: &pound;850 (inside) | 700 (outside minimum) - 825 outside in the last position&nbsp;</p><p>Limited company: Yes<br />Availability to interview:&nbsp;Available&nbsp;</p><p>Notes: Will share to Wipro</p>"
"63943"|"<p>Availability/Notice period: immediate</p><p>Technical experience: 9 years qa, 5 salesforce qa,&nbsp;</p><p>Industries/Sectors worked in: us government, healthcare, finance, ecommerce (5 years) body care</p><p>Certificates: none</p><p>Timezone working in: ist</p><p>Open to remote/onsite: remote</p><p>Location: banglore</p><p>Visa status (if applicable):</p><p>Fee:&nbsp;</p><p>Limited company:&nbsp;&nbsp;</p><p>Interview availability:</p><p>Notes: looking for permanent only&nbsp;</p>"
"63982"|"<p>Availability/Notice period: 90 Days</p><p>Technical experience: 9+ in IT | 7+ in Devops | 1+ GCP</p><p>Industries/Sectors worked in:&nbsp;</p><p>Certificates: 5 (AWS, Kubernities, Docker)</p><p>Timezone working in:&nbsp;</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee:&nbsp;</p><p>Limited company: No</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes:&nbsp;</p>"
"63987"|"<p>Availability/Notice period: 2nd July</p><p>Technical experience: 11+ in IT| 11+ in Devops | 4+ in GCP</p><p>Industries/Sectors worked in: BFSI, Retail, Technology</p><p>Certificates: GCP, AWS, Kuburnities</p><p>Timezone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 45 LPA now..50LPA..Expecting 55LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes: Has Java Background</p>"
"63991"|"<p>Availability/Notice period:60 Days</p><p>Technical experience: 3+ in IT | 3+ in Devops | 2.5 in GCP</p><p>Industries/Sectors worked in: E-commerce, Banking</p><p>Certificates: 10</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee:18 LPA...Expecting 30 LPA (15 EUR)</p><p>Limited company: NO</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes:&nbsp;</p>"
"63780"|"<p>Availability/Notice period: immediate</p><p>Technical experience:4.2 years sfcc, 4.8years IT</p><p>Industries/Sectors worked in: e commerce websites&nbsp;</p><p>Certificates:&nbsp;</p><p>Timezone working in: 9-5</p><p>Open to remote/onsite: remote</p><p>Location: India</p><p>Visa status (if applicable):</p><p>Fee: 18 Euro per hour</p><p>Limited company:&nbsp;</p><p>Interview availability: 9-8ist monday to friday</p><p>Notes:</p>"
"64038"|"<p>Availability/Notice period: 60 Days</p><p>Technical experience: 10+ in IT | 5+ in Devops | 2+ in GCP</p><p>Industries/Sectors worked in: Automobile, Energy, Media</p><p>Certificates: No</p><p>Timezone working in: CET</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 12 LPA...23 LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes: He is ok to be Tech Talent Perm employee</p>"
"64080"|"<p>Availability/Notice period: 15 Days</p><p>Technical experience: 4+ in IT | 4+ in Devops | 4+ in GCP</p><p>Industries/Sectors worked in: E-commerce</p><p>Certificates: No</p><p>Timezone working in: IST</p><p>Open to remote/onsite: Remote</p><p>Location: India</p><p>Fee: 5.5 LPA..12 LPA</p><p>Limited company:</p><p>End Client:</p><p>Immigration status :</p><p><br />Availability to interview:&nbsp;</p><p>Notes:&nbsp;</p>"
"63822"|"<p>Availability/Notice period: 1 week</p><p>Technical experience: SFRA / BE&nbsp;</p><p>Industries/Sectors worked in: Retail / Education&nbsp;</p><p>Certificates: SFCC Developer&nbsp;</p><p>Timezone working in: CET&nbsp;</p><p>Open to remote/onsite: Remote</p><p>Location:India&nbsp;</p><p>Fee:&nbsp;</p><p>Limited company: Rastech&nbsp;</p><p>Availability to interview: &nbsp;</p><p>Notes: Sharing for SFCC BE role Misha&nbsp;</p>"
